"story.number","actual.world","explanation","model"
2,". > .","A because B",1.30217935131482e-12
2,"> > .","A because B",0.00164770813729588
2,"< > .","A because B",0.648807242140745
2,". > .","B because A",1.28946300283181e-12
2,"> > .","B because A",0.646567937134678
2,"< > .","B because A",0.00163164380384262
2,"> . .","C because B",2.24523907135981e-15
2,"> > .","C because B",0.392814760351412
2,"> < .","C because B",0.000600207452134133
2,"> . .","B because C",2.12612993543812e-09
2,"> > .","B because C",0.132231792523898
2,"> < .","B because C",5.45158240174567e-08
2,"> > .","C because A",0.689050580654426
2,". . .","C because A",1.56193163063568e-12
2,". > .","C because A",6.46841916001694e-11
2,"> . .","C because A",1.5619316306354e-12
2,"> . <","C because A",0.00197573540723016
2,". > <","C because A",0.0046145757454983
2,". . <","C because A",0.00197573540722972
2,". > >","C because A",1.65855911547718e-09
2,"> . >","C because A",0.689050580654425
2,". . >","C because A",0.689050580654399
2,"> > .","A because C",5.30905745282657e-06
2,". . .","A because C",3.1841104872676e-12
2,". > .","A because C",1.56777400941314e-14
2,"> . .","A because C",3.18411048726778e-12
2,"> . <","A because C",0.818754839920146
2,". > <","A because C",0.818754839920146
2,". . <","A because C",0.818754839920146
2,". > >","A because C",0.00417604880115856
2,"> . >","A because C",0.00401943173673119
2,". . >","A because C",0.00401943173672978
2,". < .","C because B",0.000577619695354704
2,". < .","B because C",0.986456683788804
