"story.number","actual.world","explanation","model"
2,". > .","A because B",0.00465614856464494
2,"> > .","A because B",0.0366545837914515
2,"< > .","A because B",0.0713045040503531
2,". > .","B because A",0.00465614856464494
2,"> > .","B because A",0.0713045040503531
2,"< > .","B because A",0.0366545837914515
2,"> . .","C because B",0.00256126435438955
2,"> > .","C because B",0.0669044052754654
2,"> < .","C because B",0.0344410913134059
2,"> . .","B because C",0.00996246099871368
2,"> > .","B because C",0.0578582704365506
2,"> < .","B because C",0.0137279278498319
2,"> > .","C because A",0.0730883837991539
2,". . .","C because A",0.00478121929295518
2,". > .","C because A",0.00692335311959577
2,"> . .","C because A",0.00478121929295514
2,"> . <","C because A",0.0376067026538953
2,". > <","C because A",0.0408105404590557
2,". . <","C because A",0.0376067026538949
2,". > >","C because A",0.00955122363203884
2,"> . >","C because A",0.0730883837991539
2,". . >","C because A",0.0730883837991536
2,"> > .","A because C",0.0223394812121569
2,". . .","A because C",0.00542400174057877
2,". > .","A because C",0.00319537199548586
2,"> . .","A because C",0.00542400174057885
2,"> . <","A because C",0.0821562372114705
2,". > <","A because C",0.0821562372114705
2,". . <","A because C",0.0821562372114711
2,". > >","A because C",0.0426305464139606
2,"> . >","A because C",0.0424741708831056
2,". . >","A because C",0.0424741708831044
2,". < .","C because B",0.0343136792985119
2,". < .","B because C",0.102183098751915
