"story.number","actual.world","explanation","model"
2,". > .","A because B",0.0897809649569983
2,"> > .","A because B",0.445150076374672
2,"< > .","A because B",0.618164788627219
2,". > .","B because A",0.0897809649569983
2,"> > .","B because A",0.618164788627219
2,"< > .","B because A",0.445150076374672
2,"> . .","C because B",0.0513632824215373
2,"> > .","C because B",0.601889557841241
2,"> < .","C because B",0.429260385340349
2,"> . .","B because C",0.175038411790721
2,"> > .","B because C",0.564249829830352
2,"> < .","B because C",0.226897614586103
2,"> > .","C because A",0.62443098932379
2,". . .","C because A",0.0919813026931241
2,". > .","C because A",0.128160686943635
2,"> . .","C because A",0.0919813026931234
2,"> . <","C because A",0.451737345447483
2,". > <","C because A",0.472886405963181
2,". . <","C because A",0.45173734544748
2,". > >","C because A",0.168976064495087
2,"> . >","C because A",0.62443098932379
2,". . >","C because A",0.624430989323791
2,"> > .","A because C",0.325146546273515
2,". . .","A because C",0.10313234057736
2,". > .","A because C",0.0633126782473819
2,"> . .","A because C",0.103132340577361
2,"> . <","A because C",0.65366374619519
2,". > <","A because C",0.65366374619519
2,". . <","A because C",0.653663746195194
2,". > >","A because C",0.484247472178144
2,"> . >","A because C",0.483288927123993
2,". . >","A because C",0.483288927123985
2,". < .","C because B",0.428320291974072
2,". < .","B because C",0.705865484710358
