"story.number","actual.world","explanation","model"
2,". > .","A because B",0.036545550031544
2,"> > .","A because B",0.0387245088435616
2,"< > .","A because B",0.0397164431157321
2,". > .","B because A",0.036545550031544
2,"> > .","B because A",0.0397174449677557
2,"< > .","B because A",0.0387235320378387
2,"> . .","C because B",0.0361600029382683
2,"> > .","C because B",0.0394014911372831
2,"> < .","C because B",0.0389183141535749
2,"> . .","B because C",0.0372829384492426
2,"> > .","B because C",0.0387946463888502
2,"> < .","B because C",0.0372772043596216
2,"> > .","C because A",0.0395730586578036
2,". . .","C because A",0.0366730405643524
2,". > .","C because A",0.0373147219943506
2,"> . .","C because A",0.0364130918966429
2,"> . <","C because A",0.038583958744699
2,". > <","C because A",0.0388313302629856
2,". . <","C because A",0.0390168274812978
2,". > >","C because A",0.0373099551317542
2,"> . >","C because A",0.0395733072194851
2,". . >","C because A",0.0400174596109247
2,"> > .","A because C",0.0378638857213173
2,". . .","A because C",0.0366945049179375
2,". > .","A because C",0.0363355817052142
2,"> . .","A because C",0.0364344041049457
2,"> . <","A because C",0.039596452860562
2,". > <","A because C",0.0395964920676085
2,". . <","A because C",0.0400406806454031
2,". > >","A because C",0.039108305167573
2,"> . >","A because C",0.0386065573425909
2,". . >","A because C",0.0390398593831267
2,". < .","C because B",0.0388497625700809
2,". < .","B because C",0.0399818810980142
