"story.number","actual.world","explanation","model"
2,". > .","A because B",0.105826052516027
2,"> > .","A because B",0.141773697743266
2,"< > .","A because B",0.182069011263057
2,". > .","B because A",0.105826052516026
2,"> > .","B because A",0.182620492551695
2,"< > .","B because A",0.141345566483551
2,"> . .","C because B",0.082894877755803
2,"> > .","C because B",0.14733279237586
2,"> < .","C because B",0.175736575827325
2,"> . .","B because C",0.112549731521518
2,"> > .","B because C",0.12615103493196
2,"> < .","B because C",0.11422345999267
2,"> > .","C because A",0.158168797205828
2,". . .","C because A",0.122121112891557
2,". > .","C because A",0.113793069026324
2,"> . .","C because A",0.0879755499245832
2,"> . <","C because A",0.123014673893637
2,". > <","C because A",0.131141854676108
2,". . <","C because A",0.180441583731617
2,". > >","C because A",0.11698344956963
2,"> . >","C because A",0.15945211404501
2,". . >","C because A",0.232823491000302
2,"> > .","A because C",0.101712992300094
2,". . .","A because C",0.12283776069421
2,". > .","A because C",0.0872237752947116
2,"> . .","A because C",0.0884918200686124
2,"> . <","A because C",0.159386634348141
2,". > <","A because C",0.159399061931363
2,". . <","A because C",0.233793057503853
2,". > >","A because C",0.187312650721954
2,"> . >","A because C",0.124513825373232
2,". . >","A because C",0.181808461272662
2,". < .","C because B",0.169940541932951
2,". < .","B because C",0.226488180088471
