"story.number","actual.world","explanation","model"
2,". > .","A because B",0.0909366556390291
2,"> > .","A because B",0.44862556820535
2,"< > .","A because B",0.621478071414028
2,". > .","B because A",0.0909366556390291
2,"> > .","B because A",0.621478071414028
2,"< > .","B because A",0.44862556820535
2,"> . .","C because B",0.0526611200065977
2,"> > .","C because B",0.608179778349564
2,"> < .","C because B",0.435721045241543
2,"> . .","B because C",0.177387896904955
2,"> > .","B because C",0.568225158210509
2,"> < .","B because C",0.229749330461122
2,"> > .","C because A",0.627928431533263
2,". . .","C because A",0.0932368498602367
2,". > .","C because A",0.129839467080266
2,"> . .","C because A",0.0932368498602334
2,"> . <","C because A",0.455440492465448
2,". > <","C because A",0.476612210182398
2,". . <","C because A",0.455440492465449
2,". > >","C because A",0.171084571402949
2,"> . >","C because A",0.627928431533263
2,". . >","C because A",0.627928431533259
2,"> > .","A because C",0.32955067750381
2,". . .","A because C",0.104997149944848
2,". > .","A because C",0.064509268123951
2,"> . .","A because C",0.104997149944852
2,"> . <","A because C",0.658177831616743
2,". > <","A because C",0.658177831616743
2,". . <","A because C",0.658177831616739
2,". > >","A because C",0.48924431537132
2,"> . >","A because C",0.488285243554186
2,". . >","A because C",0.488285243554186
2,". < .","C because B",0.434777581279351
2,". < .","B because C",0.709214666209198
