"story.number","actual.world","explanation","model"
2,". > .","A because B",0.486385011059222
2,"> > .","A because B",0.503629798622538
2,"< > .","A because B",0.509957997469995
2,". > .","B because A",0.486384812250189
2,"> > .","B because A",0.509957798592353
2,"< > .","B because A",0.503629599676467
2,"> . .","C because B",0.484780491774718
2,"> > .","C because B",0.509040231621486
2,"> < .","C because B",0.5031920290905
2,"> . .","B because C",0.492379374490366
2,"> > .","B because C",0.505118134950457
2,"> < .","B because C",0.492379374490366
2,"> > .","C because A",0.50993464473373
2,". . .","C because A",0.486361666430181
2,". > .","C because A",0.492464991030744
2,"> . .","C because A",0.486361666430178
2,"> . <","C because A",0.503606437864842
2,". > <","C because A",0.505203762037082
2,". . <","C because A",0.50360643786484
2,". > >","C because A",0.492464991030742
2,"> . >","C because A",0.50993464473373
2,". . >","C because A",0.50993464473373
2,"> > .","A because C",0.498874251944203
2,". . .","A because C",0.486483847368121
2,". > .","A because C",0.485796617588435
2,"> . .","A because C",0.48648384736812
2,"> . <","A because C",0.510056866963303
2,". > <","A because C",0.510056866963303
2,". . <","A because C",0.510056866963303
2,". > >","A because C",0.504208979627533
2,"> . >","A because C",0.503728702382639
2,". . >","A because C",0.503728702382638
2,". < .","C because B",0.502711738323829
2,". < .","B because C",0.509849042040811
