"story.number","actual.world","explanation","model"
2,". > .","A because B",0.0049081284171591
2,"> > .","A because B",0.0385711386613569
2,"< > .","A because B",0.0748919489042708
2,". > .","B because A",0.00490782572125692
2,"> > .","B because A",0.0748876549548701
2,"< > .","B because A",0.0385688403547425
2,"> . .","C because B",0.00271500800879073
2,"> > .","C because B",0.070646880951303
2,"> < .","C because B",0.0364385592994399
2,"> . .","B because C",0.0105140268763258
2,"> > .","B because C",0.0608984491889934
2,"> < .","B because C",0.0144849165177998
2,"> > .","C because A",0.0768225408386284
2,". . .","C because A",0.00504448928046835
2,". > .","C because A",0.00730371055400434
2,"> . .","C because A",0.00504448928046778
2,"> . <","C because A",0.0396055238102639
2,". > <","C because A",0.0429720442331164
2,". . <","C because A",0.0396055238102599
2,". > >","C because A",0.0100744872729298
2,"> . >","C because A",0.0768225408386284
2,". . >","C because A",0.0768225408386216
2,"> > .","A because C",0.0235165021683991
2,". . .","A because C",0.00571499097068158
2,". > .","A because C",0.003367203504043
2,"> . .","A because C",0.00571499097068113
2,"> . <","A because C",0.0862069791898105
2,". > <","A because C",0.0862069791898116
2,". . <","A because C",0.0862069791898042
2,". > >","A because C",0.044827641480759
2,"> . >","A because C",0.0446635826457704
2,". . >","A because C",0.0446635826457651
2,". < .","C because B",0.0363040356508442
2,". < .","B because C",0.107287114279273
