"story.number","actual.world","explanation","model"
2,". > .","A because B",0.366519257616546
2,"> > .","A because B",0.535627065723156
2,"< > .","A because B",0.597708988622225
2,". > .","B because A",0.366519257616543
2,"> > .","B because A",0.597708988622226
2,"< > .","B because A",0.535627065723158
2,"> . .","C because B",0.352107201769652
2,"> > .","C because B",0.589240748301228
2,"> < .","C because B",0.531672978440766
2,"> . .","B because C",0.425094162220528
2,"> > .","B because C",0.551735575814905
2,"> < .","B because C",0.425094162220522
2,"> > .","C because A",0.597809684250435
2,". . .","C because A",0.36661649936606
2,". > .","C because A",0.424942975582235
2,"> . .","C because A",0.366616499366035
2,"> . <","C because A",0.535731230575886
2,". > <","C because A",0.551582561931336
2,". . <","C because A",0.535731230575864
2,". > >","C because A",0.424942975582206
2,"> . >","C because A",0.597809684250435
2,". . >","C because A",0.597809684250435
2,"> > .","A because C",0.488642860435105
2,". . .","A because C",0.367912143267474
2,". > .","A because C",0.361538102048629
2,"> . .","A because C",0.367912143267466
2,"> . <","A because C",0.59914948923549
2,". > <","A because C",0.59914948923549
2,". . <","A because C",0.599149489235489
2,". > >","A because C",0.541890766587944
2,"> . >","A because C",0.537117710962276
2,". . >","A because C",0.537117710962261
2,". < .","C because B",0.526886410898911
2,". < .","B because C",0.597958421570662
