"story.number","actual.world","explanation","model"
2,". > .","A because B",0.0289897239710219
2,"> > .","A because B",0.103196652476149
2,"< > .","A because B",0.206150637230412
2,". > .","B because A",0.0289897239710219
2,"> > .","B because A",0.208239434999838
2,"< > .","B because A",0.102161512626175
2,"> . .","C because B",0.011934158128474
2,"> > .","C because B",0.147529537829977
2,"> < .","C because B",0.189356986515258
2,"> . .","B because C",0.0467669001967973
2,"> > .","B because C",0.126357089377848
2,"> < .","B because C",0.0738909851603933
2,"> > .","C because A",0.182275096856879
2,". . .","C because A",0.0595396530474045
2,". > .","C because A",0.0329195778639281
2,"> . .","C because A",0.0233195445705399
2,"> . <","C because A",0.0897409078967811
2,". > <","C because A",0.0955504926128423
2,". . <","C because A",0.195754633896302
2,". > >","C because A",0.0562406063510716
2,"> . >","C because A",0.192421250739417
2,". . >","C because A",0.406596412561154
2,"> > .","A because C",0.0528204759404808
2,". . .","A because C",0.067587758736382
2,". > .","A because C",0.0151367250641579
2,"> . .","A because C",0.0264716986345404
2,"> . <","A because C",0.205565188821485
2,". > <","A because C",0.201018839318262
2,". . <","A because C",0.448405740733741
2,". > >","A because C",0.259695445494153
2,"> . >","A because C",0.108247384538899
2,". . >","A because C",0.228732523323251
2,". < .","C because B",0.153968120716273
2,". < .","B because C",0.493163461904869
