"story.number","actual.world","explanation","model"
2,". > .","A because B",7.41647223091894e-11
2,"> > .","A because B",0.0859223466325389
2,"< > .","A because B",0.990585542972282
2,". > .","B because A",7.41647223091894e-11
2,"> > .","B because A",0.990585542972282
2,"< > .","B because A",0.0859223466325389
2,"> . .","C because B",1.21418668526756e-13
2,"> > .","C because B",0.972211115460579
2,"> < .","C because B",0.0314560604856727
2,"> . .","B because C",1.70771240586987e-07
2,"> > .","B because C",0.924467398094149
2,"> < .","B because C",4.37870520370601e-06
2,"> > .","C because A",0.992881014469683
2,". . .","C because A",9.83059406433988e-11
2,". > .","C because A",4.07113867881868e-09
2,"> . .","C because A",9.83059406433821e-11
2,"> . <","C because A",0.110792087328976
2,". > <","C because A",0.225875472208886
2,". . <","C because A",0.110792087328956
2,". > >","C because A",1.04387537858819e-07
2,"> . >","C because A",0.992881014469683
2,". . >","C because A",0.992881014469685
2,"> > .","A because C",0.000602313901653155
2,". . .","A because C",3.61453925386547e-10
2,". > .","A because C",1.77970605068323e-12
2,"> . .","A because C",3.61453925386567e-10
2,"> . <","A because C",0.99805373646333
2,". > <","A because C",0.99805373646333
2,". . <","A because C",0.99805373646333
2,". > >","A because C",0.322513782454741
2,"> . >","A because C",0.314185070107234
2,". . >","A because C",0.314185070107177
2,". < .","C because B",0.03030748107935
2,". < .","B because C",0.999829097755599
