"story.number","actual.world","explanation","model"
2,". > .","A because B",0.0263052467756339
2,"> > .","A because B",0.0511057313697768
2,"< > .","A because B",0.0648747100403252
2,". > .","B because A",0.0263052467756335
2,"> > .","B because A",0.0648747100403253
2,"< > .","B because A",0.0511057313697771
2,"> . .","C because B",0.0250750720454121
2,"> > .","C because B",0.0635738085335575
2,"> < .","C because B",0.0509878170368374
2,"> . .","B because C",0.034042808683007
2,"> > .","B because C",0.0554137349535668
2,"> < .","B because C",0.0340428086830056
2,"> > .","C because A",0.065397364684523
2,". . .","C because A",0.0265259858037734
2,". > .","C because A",0.0336178960730842
2,"> . .","C because A",0.0265259858037704
2,"> . <","C because A",0.051523569946569
2,". > <","C because A",0.0547371920383943
2,". . <","C because A",0.051523569946564
2,". > >","C because A",0.0336178960730795
2,"> . >","C because A",0.065397364684523
2,". . >","C because A",0.0653973646845224
2,"> > .","A because C",0.0428987804976205
2,". . .","A because C",0.0265759376361386
2,". > .","A because C",0.0258734482972912
2,"> . .","A because C",0.0265759376361376
2,"> . <","A because C",0.0655155899021106
2,". > <","A because C",0.0655155899021106
2,". . <","A because C",0.0655155899021096
2,". > >","A because C",0.0525667550413019
2,"> . >","A because C",0.0516180993718117
2,". . >","A because C",0.0516180993718081
2,". < .","C because B",0.050066150196033
2,". < .","B because C",0.0661964386535627
