"story.number","actual.world","explanation","model"
2,". > .","A because B",0.000110178958882223
2,"> > .","A because B",0.0984996637216616
2,"< > .","A because B",0.578781545540985
2,". > .","B because A",0.000110178958882209
2,"> > .","B because A",0.578781545540989
2,"< > .","B because A",0.0984996637216663
2,"> . .","C because B",6.7395652967693e-05
2,"> > .","C because B",0.525305521244331
2,"> < .","C because B",0.0963591934022021
2,"> . .","B because C",0.00157015889835936
2,"> > .","B because C",0.204371117457584
2,"> < .","B because C",0.00157015889835871
2,"> > .","C because A",0.599553520705595
2,". . .","C because A",0.000120052323210872
2,". > .","C because A",0.00137901253888961
2,"> . .","C because A",0.000120052323210734
2,"> . <","C because A",0.106388305427402
2,". > <","C because A",0.184042454306162
2,". . <","C because A",0.106388305427305
2,". > >","C because A",0.00137901253888765
2,"> . >","C because A",0.599553520705595
2,". . >","C because A",0.599553520705574
2,"> > .","A because C",0.0171129698260657
2,". . .","A because C",0.00012239481989071
2,". > .","A because C",9.29608231553151e-05
2,"> . .","A because C",0.000122394819890662
2,"> . <","A because C",0.604184600017131
2,". > <","A because C",0.604184600017131
2,". . <","A because C",0.60418460001709
2,". > >","A because C",0.128227111454133
2,"> . >","A because C",0.108239719625683
2,". . >","A because C",0.108239719625612
2,". < .","C because B",0.0808783617067461
2,". < .","B because C",0.630323687093355
