"story.number","actual.world","explanation","model"
2,". > .","A because B",0.486393994267725
2,"> > .","A because B",0.503638788017421
2,"< > .","A because B",0.509966983770811
2,". > .","B because A",0.486393994267725
2,"> > .","B because A",0.509966983770812
2,"< > .","B because A",0.503638788017421
2,"> . .","C because B",0.484849274489011
2,"> > .","C because B",0.509109055158451
2,"> < .","C because B",0.503260872438423
2,"> . .","B because C",0.492447864928141
2,"> > .","B because C",0.505186633884674
2,"> < .","B because C",0.49244786492814
2,"> > .","C because A",0.509947199902539
2,". . .","C because A",0.486374217227507
2,". > .","C because A",0.492477548316698
2,"> . .","C because A",0.486374217227504
2,"> . <","C because A",0.503618997342792
2,". > <","C because A",0.505216320807002
2,". . <","C because A",0.50361899734279
2,". > >","C because A",0.492477548316694
2,"> . >","C because A",0.509947199902539
2,". . >","C because A",0.509947199902539
2,"> > .","A because C",0.498926649306551
2,". . .","A because C",0.486536206842725
2,". > .","A because C",0.485848973077935
2,"> . .","A because C",0.486536206842724
2,"> . <","A because C",0.510109243270404
2,". > <","A because C",0.510109243270404
2,". . <","A because C",0.510109243270404
2,". > >","A because C",0.504261373483912
2,"> . >","A because C",0.503781097043311
2,". . >","A because C",0.503781097043309
2,". < .","C because B",0.502780582461717
2,". < .","B because C",0.509917521483041
