"story.number","actual.world","explanation","model"
2,". > .","A because B",0.0278620300319884
2,"> > .","A because B",0.0540487717347427
2,"< > .","A because B",0.0685533837157074
2,". > .","B because A",0.0278620300319881
2,"> > .","B because A",0.0685533837157077
2,"< > .","B because A",0.054048771734743
2,"> . .","C because B",0.0262694987465157
2,"> > .","C because B",0.0664770407394954
2,"> < .","C because B",0.0533490282854944
2,"> . .","B because C",0.0353350946473412
2,"> > .","B because C",0.0574690094165461
2,"> < .","B because C",0.0353350946473405
2,"> > .","C because A",0.0685810557863037
2,". . .","C because A",0.027873768275437
2,". > .","C because A",0.0353129463694054
2,"> . .","C because A",0.027873768275434
2,"> . <","C because A",0.0540709287928201
2,". > <","C because A",0.0574338134559471
2,". . <","C because A",0.0540709287928155
2,". > >","C because A",0.0353129463694013
2,"> . >","C because A",0.0685810557863037
2,". . >","C because A",0.068581055786304
2,"> > .","A because C",0.0452088146038621
2,". . .","A because C",0.0280327555391339
2,". > .","A because C",0.0272928374169836
2,"> . .","A because C",0.028032755539133
2,"> . <","A because C",0.0689557608000069
2,". > <","A because C",0.0689557608000069
2,". . <","A because C",0.0689557608000066
2,". > >","A because C",0.0553672783947112
2,"> . >","A because C",0.054370982944435
2,". . >","A because C",0.054370982944432
2,". < .","C because B",0.0523870357818063
2,". < .","B because C",0.0686225855442364
