"story.number","actual.world","explanation","model"
2,". > .","A because B",0.486328113670469
2,"> > .","A because B",0.503572861791867
2,"< > .","A because B",0.509901080141464
2,". > .","B because A",0.486328113670468
2,"> > .","B because A",0.509901080141464
2,"< > .","B because A",0.503572861791867
2,"> . .","C because B",0.484794477954519
2,"> > .","C because B",0.509054226176595
2,"> < .","C because B",0.503206027656002
2,"> . .","B because C",0.492407960891266
2,"> > .","B because C",0.505146724955731
2,"> < .","B because C",0.492407960891265
2,"> > .","C because A",0.50989169846752
2,". . .","C because A",0.486318735341846
2,". > .","C because A",0.492422037689277
2,"> . .","C because A",0.486318735341844
2,"> . <","C because A",0.503563476919144
2,". > <","C because A",0.505160803498031
2,". . <","C because A",0.503563476919142
2,". > >","C because A",0.492422037689274
2,"> . >","C because A",0.50989169846752
2,". . >","C because A",0.50989169846752
2,"> > .","A because C",0.498865699805703
2,". . .","A because C",0.486475301439358
2,". > .","A because C",0.485788072311539
2,"> . .","A because C",0.486475301439357
2,"> . <","A because C",0.51004831823807
2,". > <","A because C",0.51004831823807
2,". . <","A because C",0.51004831823807
2,". > >","A because C",0.504200428050144
2,"> . >","A because C",0.503720150674978
2,". . >","A because C",0.503720150674977
2,". < .","C because B",0.502725737048487
2,". < .","B because C",0.509877623932131
