"story.number","actual.world","explanation","model"
2,". > .","A because B",0.283985261762278
2,"> > .","A because B",0.328456187936281
2,"< > .","A because B",0.344123797417719
2,". > .","B because A",0.283985261762278
2,"> > .","B because A",0.344123797417719
2,"< > .","B because A",0.328456187936281
2,"> . .","C because B",0.27194882896838
2,"> > .","C because B",0.342581159208401
2,"> < .","C because B",0.327033240089128
2,"> . .","B because C",0.299814716502622
2,"> > .","B because C",0.339100698488579
2,"> < .","B because C",0.306669018438292
2,"> > .","C because A",0.344725152382364
2,". . .","C because A",0.284527115005445
2,". > .","C because A",0.292167708113697
2,"> . .","C because A",0.284527115005445
2,"> . <","C because A",0.32904389951912
2,". > <","C because A",0.330925250251366
2,". . <","C because A",0.329043899519119
2,". > >","C because A",0.298921821407627
2,"> . >","C because A",0.344725152382364
2,". . >","C because A",0.344725152382365
2,"> > .","A because C",0.317308380753845
2,". . .","A because C",0.287115117706315
2,". > .","A because C",0.27636321861217
2,"> . .","A because C",0.287115117706316
2,"> . <","A because C",0.34759469129531
2,". > <","A because C",0.34759469129531
2,". . <","A because C",0.34759469129531
2,". > >","A because C",0.331934119618073
2,"> . >","A because C",0.331849010956286
2,". . >","A because C",0.331849010956285
2,". < .","C because B",0.326948773050604
2,". < .","B because C",0.353061623709158
