"story.number","actual.world","explanation","model"
2,". > .","A because B",0.0915615493220953
2,"> > .","A because B",0.450490362720831
2,"< > .","A because B",0.623249206284593
2,". > .","B because A",0.0915615493220953
2,"> > .","B because A",0.623249206284593
2,"< > .","B because A",0.450490362720831
2,"> . .","C because B",0.0533980163847906
2,"> > .","C because B",0.611671026280094
2,"> < .","C because B",0.43933234021225
2,"> . .","B because C",0.178623556126488
2,"> > .","B because C",0.570295883362707
2,"> < .","B because C",0.231247198149019
2,"> > .","C because A",0.629781892371301
2,". . .","C because A",0.0939104068451484
2,". > .","C because A",0.130739321737437
2,"> . .","C because A",0.0939104068451431
2,"> . <","C because A",0.457410729380951
2,". > <","C because A",0.478593541847023
2,". . <","C because A",0.457410729380944
2,". > >","C because A",0.172213703333383
2,"> . >","C because A",0.629781892371301
2,". . >","C because A",0.629781892371306
2,"> > .","A because C",0.331890321119644
2,". . .","A because C",0.105994614294395
2,". > .","A because C",0.0651500994561643
2,"> . .","A because C",0.105994614294393
2,"> . <","A because C",0.660551917072994
2,". > <","A because C",0.660551917072994
2,". . <","A because C",0.660551917072995
2,". > >","A because C",0.491885913570832
2,"> . >","A because C",0.490926640714536
2,". . >","A because C",0.490926640714531
2,". < .","C because B",0.438387131700095
2,". < .","B because C",0.710953180994266
